snippet,lead_paragraph,word_count,pub_date,headline.main,subsection_name,year
The Hong Kong government said it would appeal the court's decision that an immigration provision barring domestic workers from seeking permanent residency is unconstitutional.,"HONG KONG — A law that bars foreign domestic workers from seeking permanent residency in Hong Kong is unconstitutional, a court ruled on Friday in an initial yet significant decision on an issue that has divided this territory.",752,2011-09-30,Court Rules on Side of Maids' Rights to Residency,Asia Pacific,2011
"Europe, he declared before the European Parliament in France, has lost its way, its energies sapped by economic crisis and a remote, technocratic bureaucracy.","STRASBOURG, France — The last pope to address the European Parliament, John Paul II, rejoiced at what he described as a “special moment in the history of this continent” in October 1988, as Communism was crumbling and Europe was drawing closer together.",1238,2014-11-25,"At European Parliament, Pope Bluntly Critiques a Continent’s Malaise ",Europe,2014
"Amid the relentless stream of migrants to Europe that has fueled a backlash against immigrants, directed most viciously at Muslims, arson is suspected at mosques in three Swedish cities over the last 10 days.","ESKILSTUNA, Sweden — As Khalif Samantar knelt for afternoon prayers at the Eskilstuna Islamic Dawa Center on Christmas Day, he sensed a growing heat and a low, rushing sound coming from a nearby hallway. He focused his mind on the ritual, only to realize seconds later that someone was shouting, “The mosque is on fire!”",1213,2015-01-03,"In Sweden, the Land of the Open Door, Anti-Muslim Sentiment Finds a Foothold ",Europe,2015
"In an effort to heighten awareness about the contributions made by foreign workers to the Italian economy, the promoters of the first strike by immigrants in the country invited workers to stay home and to boycott shopping for one day.","MILAN — In an effort to heighten awareness about the contributions made by foreign workers to the Italian economy, the promoters of the first strike by immigrants in the country invited workers to stay home and to boycott shopping for one day. ",684,2010-03-01,Immigrants Rally for a Nationwide Strike in Italy,Europe,2010
"President-elect Donald J. Trump has suggested that he will end support, which some groups hope will encourage Saudi Arabia and Turkey to provide more sophisticated weapons.","BEIRUT, Lebanon — The hours are ticking down to what the Syrian government and its main ally, Russia, say could be the most devastating aerial assault yet on besieged rebel-held districts in the Syrian city of Aleppo.",1058,2016-11-14,"Syrian Rebels Brace for a Trump Cutoff, and Look for a Silver Lining",Middle East,2016
"Physical clashes involving young refugees have become a focal point in state elections, and a test of the chancellor’s push for integration.","ROSTOCK, Germany — As Germany grapples with integrating refugees, it seemed like a good idea: Take 15 newly arrived, unaccompanied minors, mix them in with German teenagers and scatter them in groups of two or three through empty apartments in revamped Communist-era housing blocks on the edge of this Baltic port city.",1134,2016-08-18,Far-Right Party Trades on Merkel’s Refugee Policies in Her Home State,Europe,2016
A perception that the United States is treating children of migrants better than in past years is fueling much of the new migration.,"SAN PEDRO SULA, Honduras — After a decade apart, 13-year-old Robin Tulio was finally heading to the border to be with his mother. A maid, living illegally in Baltimore, she had decided the time was right to smuggle her son into the United States.",1245,2014-06-04,Wave of Minors on Their Own Rush to Cross Southwest Border,Americas,2014
"The pope on Sunday became the first pontiff to visit the Arabian Peninsula, on a trip intended to improve relations with the Muslim world and bolster the Mideast’s persecuted Christian minority.","ABU DHABI, United Arab Emirates — Pope Francis became the first pontiff to visit the Arabian Peninsula, the birthplace of Islam, as he arrived on Sunday in the United Arab Emirates on a trip seeking to improve relations with the Muslim world and to offer encouragement to Catholic migrants in a region where his flock has dwindled amid increasing persecution and bloodshed.",1666,2019-02-03,Pope Francis Makes ‘Historic’ Gulf Tour Amid Yemen Crisis and Christian Repression,Middle East,2019
"The nuns have opened their doors to African migrants who have found themselves caught up in the sex trade after arriving in Italy, vulnerable and penniless.","CASERTA, Italy — The Nigerian woman told a familiar tale. Fleeing poverty, with few prospects at home and lured by the promise of legal employment, she became one of the tens of thousands of migrants who have been braving the Mediterranean in crowded boats, bound for Europe.",1229,2015-05-03,Nuns Intercede for Victims of Sex Trafficking in Italy,Europe,2015
"The German chancellor is seen as a critical leader in Europe. But with national elections this year, the question is whether voters will back her for a fourth term.","BERLIN — She is considered the indispensable European, yet one of the biggest questions looming over the Continent’s crucial elections this year is whether Germany still regards Angela Merkel as indispensable, too.",1110,2017-02-12,"Angela Merkel, Squeezed by Far Right, Now Faces a Rising Left",Europe,2017
"A shrinking labor pool in China has shifted more bargaining power to workers, and a mass walkout illustrated their willingness to use it.","DONGGUAN, China — The call to action, carried by social media to thousands of smartphones across this bleak factory town, roused the workers from their jobs making Nike and Adidas sneakers.",1173,2014-05-03,"Plying Social Media, Chinese Workers Grow Bolder in Exerting Clout",Asia Pacific,2014
"On climate change, refugees, Iran and the Cuba embargo, Donald J. Trump and his loyalists have positions at odds with the United Nations.","UNITED NATIONS — In the genteel, carpeted halls of the United Nations headquarters, a 20-minute walk from Trump Tower, diplomats from the world over are holding their breath about the American president-elect.",1535,2016-11-19,Donald Trump and the U.N.: Signs of Clashing Views on Many Issues,Americas,2016
The debate comes as the refugee crisis in Europe and Russia’s military intervention in Syria have increased pressure on President Obama to take more forceful action.,WASHINGTON — The Obama administration is locked in a sharp new debate over whether to deploy American military forces to establish no-fly zones and safe havens in Syria to protect civilians caught in its grinding civil war.,1138,2015-10-23,U.S. Is Debating Ways to Shield Syrian Civilians,Middle East,2015
